program_study;text;target_role;is_relevant
Finance;Skilled in martial arts and self-defense instruction.;Risk Management Specialist;tidak
Finance;Certified in floral design and event decoration.;Financial Planner & Analyst (FP&A);tidak
Finance;Skilled in candle making and DIY home decor.;Auditor;tidak
Finance;Led backpacking expeditions in remote regions.;Treasury Officer;tidak
Finance;Experience in event planning and coordination.;Accountant;tidak
Finance;Evaluated capital projects and ROI for renewable energy investments. Built LBO models using Excel.;Corporate Finance Analyst;ya
Finance;Led marathon training groups for charity fundraising.;Forensic Accountant;tidak
Finance;Implemented Basel III compliance frameworks for banking institutions. Strong analytical and problem-solving skills.;Compliance Officer (Finance);ya
Finance;Certified in hotel management and guest experience optimization.;Financial Planner & Analyst (FP&A);tidak
Finance;Led eco-tourism programs for sustainable travel.;Risk Management Specialist;tidak
Finance;Led community outreach programs for social empowerment.;Accountant;tidak
Finance;Led marathon training groups for charity fundraising.;Corporate Finance Analyst;tidak
Finance;Optimized capital structure through debt vs. equity analysis. Strong analytical and strategic thinking skills.;Corporate Finance Analyst;ya
Finance;Volunteered as a tutor for underprivileged students.;Treasury Officer;tidak
Finance;Trained in blockchain forensics for cryptocurrency fraud cases. Proficient in digital forensics and cybercrime analysis.;Forensic Accountant;ya
Finance;Used data analytics tools like ACL and Power BI for fraud detection. Skilled in forensic accounting and investigation.;Forensic Accountant;ya
Finance;Skilled in customer service and hospitality management.;Compliance Officer (Finance);tidak
Finance;Proficient in tax software like UltraTax and GoSystem. Trained in anti-money laundering (AML) regulations.;Tax Consultant;ya
Finance;Led team-building activities for remote employees.;Risk Management Specialist;tidak
Finance;Volunteered as a tour guide at historical heritage sites.;Compliance Officer (Finance);tidak
Finance;Passionate about travel logistics and hospitality management.;Corporate Finance Analyst;tidak
Finance;Skilled in chess strategy and competitive gaming.;Forensic Accountant;tidak
Finance;Volunteered in beach cleanup and marine conservation.;Treasury Officer;tidak
Finance;Skilled in public speaking and debate competitions.;Corporate Finance Analyst;tidak
Finance;Optimized working capital through supply chain finance solutions. Skilled in Bloomberg Treasury Management.;Treasury Officer;ya
Finance;Skilled in carbon footprint reduction strategies.;Compliance Officer (Finance);tidak
Finance;Expert in tax compliance for US multinational corporations under IRC Section 965. Proficient in UltraTax and GoSystem.;Tax Consultant;ya
Finance;Used Power BI for financial dashboards and reporting. Strong problem-solving and time management skills.;Accountant;ya
Finance;Skilled in cross-cultural communication and language tutoring.;Financial Planner & Analyst (FP&A);tidak
Finance;Interest in travel logistics and cultural exchange programs.;Auditor;tidak
Finance;Experienced in academic writing and biology lab research.;Financial Analyst;tidak
Finance;Created dashboards for executive decision-making in Excel. Strong teamwork and leadership skills.;Financial Analyst;ya
Finance;Worked on Ponzi scheme detection for regulatory agencies. Strong analytical and problem-solving skills.;Forensic Accountant;ya
Finance;Interest in climate change awareness campaigns.;Risk Management Specialist;tidak
Finance;Trained in Bloomberg Terminal for M&A analysis. Proficient in financial dashboards and reporting.;Corporate Finance Analyst;ya
Finance;Specialized in IFRS reporting for European clients. Expert in cash flow analysis and forecasting.;Accountant;ya
Finance;Led pet grooming and animal care workshops.;Treasury Officer;tidak
Finance;Certified in floral design and event decoration.;Corporate Finance Analyst;tidak
Finance;Interest in fashion design and creative management.;Financial Planner & Analyst (FP&A);tidak
Finance;Ensured compliance with MiFID II regulations for trading activities. Skilled in regulatory audits and reporting.;Compliance Officer (Finance);ya
Finance;Automated reconciliation processes using Python and SQL. Familiar with ERP systems like SAP.;Accountant;ya
Finance;Skilled in voice acting and audiobook narration.;Tax Consultant;tidak
Finance;Skilled in game theory and competitive gaming strategies.;Treasury Officer;tidak
Finance;Specialized in insurance claims fraud investigation. Proficient in data analysis and reporting.;Forensic Accountant;ya
Finance;Handled VAT/GST compliance for EU and APAC regions. Skilled in cross-border tax optimization.;Tax Consultant;ya
Finance;Led KYC processes for high-net-worth clients. Certified in CAMS (Certified Anti-Money Laundering Specialist).;Compliance Officer (Finance);ya
Finance;Advised clients on international tax strategies and transfer pricing. Holds CTA certification. Strong negotiation and compliance skills.;Tax Consultant;ya
Finance;Skilled in voice acting and audiobook narration.;Financial Planner & Analyst (FP&A);tidak
Finance;Skilled in candle making and DIY home decor.;Treasury Officer;tidak
Finance;Led community art workshops for local schools.;Financial Planner & Analyst (FP&A);tidak
Finance;Interest in global cuisine and international culinary exploration.;Tax Consultant;tidak
Finance;Led team-building activities for remote employees.;Accountant;tidak
Finance;Skilled in dance choreography and performance art.;Tax Consultant;tidak
Finance;Testified as expert witness in court cases involving financial crimes. Strong legal knowledge and communication skills.;Forensic Accountant;ya
Finance;Worked on Ponzi scheme detection for regulatory agencies. Strong analytical and problem-solving skills.;Forensic Accountant;ya
Finance;Passionate about automotive racing and car customization.;Auditor;tidak
Finance;Led volunteer teams for environmental clean-up campaigns.;Financial Planner & Analyst (FP&A);tidak
Finance;Worked on Ponzi scheme detection for regulatory agencies. Strong analytical and problem-solving skills.;Forensic Accountant;ya
Finance;Led community art workshops for local schools.;Auditor;tidak
Finance;Expert in SAP Financial Accounting (FI) modules. Trained in forensic accounting tools like CaseWare and IDEA.;Accountant;ya
Finance;Interest in global cuisine and international culinary exploration.;Risk Management Specialist;tidak
Finance;Audited compliance with MiFID II regulations for trading activities. Proficient in financial regulations and reporting.;Compliance Officer (Finance);ya
Finance;Led year-end closing for a $20M company using Oracle ERP. Strong teamwork and communication skills.;Accountant;ya
Finance;Interest in astronomy and amateur astrophotography.;Accountant;tidak
Finance;Managed cash flow forecasting and liquidity for a $50M portfolio. Certified Treasury Professional (CTP) with expertise in cash management.;Treasury Officer;ya
Finance;Worked on ESG compliance reporting for sustainability bonds. Proficient in ESG frameworks and metrics.;Compliance Officer (Finance);ya
Finance;Proficient in QuickBooks and GAAP standards for 4 years. Skilled in Excel pivot tables and financial dashboards.;Accountant;ya
Finance;Experienced in academic writing and biology lab research.;Compliance Officer (Finance);tidak
Finance;Skilled in teaching English as a second language.;Tax Consultant;tidak
Finance;Led debt structuring for a renewable energy project. Skilled in financial modeling and scenario analysis.;Treasury Officer;ya
Finance;Led KYC processes for high-net-worth clients. Certified in CAMS (Certified Anti-Money Laundering Specialist).;Compliance Officer (Finance);ya
Finance;Led team-building activities for remote employees.;Risk Management Specialist;tidak
Finance;Implemented SWIFT payments and foreign exchange risk mitigation. Strong negotiation and risk management skills.;Treasury Officer;ya
Finance;Expert in SOX compliance and control testing. Skilled in ACL Analytics for data-driven audit procedures.;Auditor;ya
Finance;Led school workshops on creative writing and literature.;Financial Planner & Analyst (FP&A);tidak
Finance;Automated reconciliation processes using Python and SQL. Familiar with ERP systems like SAP.;Accountant;ya
Finance;Developed forecasting models for revenue and operational costs using Python. Strong attention to detail.;Financial Analyst;ya
Finance;Certified in CISA (Certified Information Systems Auditor) for IT fraud. Proficient in cybersecurity and compliance.;Forensic Accountant;ya
Finance;Trained in Monte Carlo simulations for market risk analysis. Strong quantitative and analytical skills.;Risk Management Specialist;ya
